,Question ID,Participant ID,Description,Answer,Correct Answer,Question Type,Prompt Condition,Answer Index,Correct Answer Index,Correctness,Order Difference
1164,Q1003,6081f2ada1056056b09872c1,"Our app collects: installed apps on user device.

Select the user data type that best fits the data collected or shared by your app. Learn more",Device or Other Identifiers,App Activity,2,2,13,10,0,1
1171,Q1004,61003e522bc23b7b3f65a8c0,"Our app collects: in a social media app that you have designed, the user's notes.

Select the user data type that best fits the data collected or shared by your app. Learn more",Files and docs,App Activity,2,2,7,10,0,-1
1182,Q1006,6081f2ada1056056b09872c1,"Our app collects: the user's gameplay.

Select the user data type that best fits the data collected or shared by your app. Learn more",App Activity,App Activity,2,2,10,10,1,0
1189,Q1007,61003e522bc23b7b3f65a8c0,"Our app collects: in a social media app that you have designed, the user's likes.

Select the user data type that best fits the data collected or shared by your app. Learn more",Personal Information,App Activity,2,2,1,10,0,-1
1195,Q1008,61003e522bc23b7b3f65a8c0,"Our app collects: number of times app has crashed.

Select the user data type that best fits the data collected or shared by your app. Learn more",Web Browsing,App Information and Performance,2,2,11,12,0,-1
1218,Q1012,6081f2ada1056056b09872c1,"Our app collects: loading time of the app.

Select the user data type that best fits the data collected or shared by your app. Learn more",App Information and Performance,App Information and Performance,2,2,12,12,1,0
1231,Q1014,61003e522bc23b7b3f65a8c0,"Our app collects: the latency of the app.

Select the user data type that best fits the data collected or shared by your app. Learn more",App Information and Performance,App Information and Performance,2,2,12,12,1,0
1236,Q1015,6081f2ada1056056b09872c1,"Our app collects: technical diagnostics for the app.

Select the user data type that best fits the data collected or shared by your app. Learn more",App Information and Performance,App Information and Performance,2,2,12,12,1,0
1249,Q1017,61003e522bc23b7b3f65a8c0,"Our app collects: MAC address.

Select the user data type that best fits the data collected or shared by your app. Learn more",App Information and Performance,Device or Other Identifiers,2,2,12,13,0,-1
1272,Q1021,6081f2ada1056056b09872c1,"Our app collects: the user's website browsing history.

Select the user data type that best fits the data collected or shared by your app. Learn more",Web Browsing,Web Browsing,2,2,11,11,1,0
1278,Q893,6081f2ada1056056b09872c1,"Data usage scenario: Our map app utilizes the user's location data to get real-time traffic updates. 



Why is this user data collected? Choose the most precise answer. Learn more and view examples",App functionality,App functionality,3,2,0,0,1,0
1279,Q893,61003e522bc23b7b3f65a8c0,"Data usage scenario: Our map app utilizes the user's location data to get real-time traffic updates. 



Why is this user data collected? Choose the most precise answer. Learn more and view examples",None of the Above,App functionality,3,2,7,0,0,1
1284,Q1022,6081f2ada1056056b09872c1,"Data usage scenario: Our app collects the user's email address for log-in purposes. 



Why is this user data collected? Choose the most precise answer. Learn more and view examples",Account management,App functionality,3,2,6,0,0,1
1285,Q1022,61003e522bc23b7b3f65a8c0,"Data usage scenario: Our app collects the user's email address for log-in purposes. 



Why is this user data collected? Choose the most precise answer. Learn more and view examples",Account management,App functionality,3,2,6,0,0,1
1290,Q1023,6081f2ada1056056b09872c1,"Data usage scenario: Our app collects information required to discern how many users utilized the real-time weather forecasting feature of the app. 



Why is this user data collected? Choose the most precise answer. Learn more and view examples",Analytics,Analytics,3,2,1,1,1,0
1291,Q1023,61003e522bc23b7b3f65a8c0,"Data usage scenario: Our app collects information required to discern how many users utilized the real-time weather forecasting feature of the app. 



Why is this user data collected? Choose the most precise answer. Learn more and view examples",Analytics,Analytics,3,2,1,1,1,0
1296,Q1024,6081f2ada1056056b09872c1,"Data usage scenario: Our app collects data in order to monitor how often the app crashes and what events trigger crashes.



Why is this user data collected? Choose the most precise answer. Learn more and view examples",Analytics,Analytics,3,2,1,1,1,0
1297,Q1024,61003e522bc23b7b3f65a8c0,"Data usage scenario: Our app collects data in order to monitor how often the app crashes and what events trigger crashes.



Why is this user data collected? Choose the most precise answer. Learn more and view examples",Analytics,Analytics,3,2,1,1,1,0
1302,Q1025,6081f2ada1056056b09872c1,"Data usage scenario: Our app collects and utilizes user email addresses in order to send announcements about new app features. 



Why is this user data collected? Choose the most precise answer. Learn more and view examples",Developer communications,Developer communications,3,2,2,2,1,0
1303,Q1025,61003e522bc23b7b3f65a8c0,"Data usage scenario: Our app collects and utilizes user email addresses in order to send announcements about new app features. 



Why is this user data collected? Choose the most precise answer. Learn more and view examples",Developer communications,Developer communications,3,2,2,2,1,0
1308,Q1026,6081f2ada1056056b09872c1,"Data usage scenario: Our app collects user contact information to inform users about security patches.



Why is this user data collected? Choose the most precise answer. Learn more and view examples",Developer communications,Developer communications,3,2,2,2,1,0
1309,Q1026,61003e522bc23b7b3f65a8c0,"Data usage scenario: Our app collects user contact information to inform users about security patches.



Why is this user data collected? Choose the most precise answer. Learn more and view examples",App functionality,Developer communications,3,2,0,2,0,-1
1314,Q1027,6081f2ada1056056b09872c1,"Data usage scenario: Our shopping app collects user email addresses in order to send users coupons.



Why is this user data collected? Choose the most precise answer. Learn more and view examples",Advertising or marketing,Advertising or marketing,3,2,3,3,1,0
1315,Q1027,61003e522bc23b7b3f65a8c0,"Data usage scenario: Our shopping app collects user email addresses in order to send users coupons.



Why is this user data collected? Choose the most precise answer. Learn more and view examples",Developer communications,Advertising or marketing,3,2,2,3,0,-1
1320,Q1028,6081f2ada1056056b09872c1,"Data usage scenario: Our app shares the user's information with advertising partners to select ads of interest to each user. 



Why is this user data collected? Choose the most precise answer. Learn more and view examples",Advertising or marketing,Advertising or marketing,3,2,3,3,1,0
1321,Q1028,61003e522bc23b7b3f65a8c0,"Data usage scenario: Our app shares the user's information with advertising partners to select ads of interest to each user. 



Why is this user data collected? Choose the most precise answer. Learn more and view examples",Advertising or marketing,Advertising or marketing,3,2,3,3,1,0
1326,Q1029,6081f2ada1056056b09872c1,"Data usage scenario: Our app utilizes the user device's MAC address in order to isolate suspicious login attempts from new devices. 



Why is this user data collected? Choose the most precise answer. Learn more and view examples","Fraud prevention, security, and compliance","Fraud prevention, security, and compliance",3,2,4,4,1,0
1327,Q1029,61003e522bc23b7b3f65a8c0,"Data usage scenario: Our app utilizes the user device's MAC address in order to isolate suspicious login attempts from new devices. 



Why is this user data collected? Choose the most precise answer. Learn more and view examples","Fraud prevention, security, and compliance","Fraud prevention, security, and compliance",3,2,4,4,1,0
1332,Q1030,6081f2ada1056056b09872c1,"Data usage scenario: Our shopping app collects data related to the user's previous purchases to suggest new products on our site that might appeal to them. 



Why is this user data collected? Choose the most precise answer. Learn more and view examples",Advertising or marketing,Personalization,3,2,3,5,0,-1
